fname,lambda_010,lambda_025,lambda_050,lambda_075,lambda_100,lambda_inf,lambda_000
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-138624.jpg,0,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-139648.jpg,0,0,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-140672.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-141696.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-142720.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-143744.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-144768.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-145792.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-146816.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-147840.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-148864.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-149888.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-150912.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-151936.jpg,1,1,0,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-152960.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-153984.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-155008.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-156032.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-157056.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-158080.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-159104.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-160128.jpg,0,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-161152.jpg,0,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-103808.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-105856.jpg,1,0,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-106880.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-107904.jpg,1,0,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-108928.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-109952.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-110976.jpg,1,1,1,0,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-112000.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-113024.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-114048.jpg,1,0,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-115072.jpg,1,0,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-116096.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-117120.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-118144.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-119168.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-120192.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-121216.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-122240.jpg,1,0,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-123264.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-124288.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-125312.jpg,0,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-126336.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-127360.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-128384.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-129408.jpg,0,0,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-130432.jpg,1,0,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-131456.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-132480.jpg,0,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-133504.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-134528.jpg,0,0,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-135552.jpg,0,1,1,0,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-136576.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-137600.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-138624.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-139648.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-140672.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-141696.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-142720.jpg,0,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-143744.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-144768.jpg,0,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-145792.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-146816.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-147840.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-148864.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-149888.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-150912.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-151936.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-152960.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-153984.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-155008.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-156032.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-157056.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-158080.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-159104.jpg,0,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-103808.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-105856.jpg,0,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-106880.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-107904.jpg,1,0,0,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-108928.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-109952.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-110976.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-112000.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-113024.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-114048.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-115072.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-116096.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-117120.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-118144.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-119168.jpg,1,1,0,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-120192.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-121216.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-122240.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-123264.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-124288.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-125312.jpg,1,0,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-126336.jpg,0,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-127360.jpg,1,0,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-128384.jpg,1,0,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-129408.jpg,0,0,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-130432.jpg,1,0,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-131456.jpg,0,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-132480.jpg,0,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-133504.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-134528.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-135552.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-136576.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-137600.jpg,1,0,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-138624.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-139648.jpg,1,0,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-140672.jpg,0,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-141696.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-142720.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-143744.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-144768.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-145792.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-146816.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-147840.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-148864.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-149888.jpg,1,0,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-150912.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-151936.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-152960.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-153984.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-155008.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-156032.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-157056.jpg,0,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-102784.jpg,0,0,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-103808.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-106880.jpg,1,0,0,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-107904.jpg,0,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-108928.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-109952.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-110976.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-112000.jpg,0,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-113024.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-114048.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-115072.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-116096.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-117120.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-118144.jpg,1,0,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-119168.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-120192.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-121216.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-122240.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-123264.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-124288.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-125312.jpg,1,0,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-126336.jpg,0,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-127360.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-128384.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-129408.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-130432.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-131456.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-132480.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-133504.jpg,0,0,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-134528.jpg,1,0,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-135552.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-136576.jpg,0,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-137600.jpg,0,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-138624.jpg,1,0,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-139648.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-140672.jpg,0,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-141696.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-142720.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-143744.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-144768.jpg,1,0,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-145792.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-146816.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-147840.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-148864.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-149888.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-150912.jpg,1,1,0,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-151936.jpg,1,0,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-152960.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-153984.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_103744-155008.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-102784.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-106880.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-107904.jpg,0,0,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-108928.jpg,1,0,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-109952.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-110976.jpg,0,0,0,0,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-115072.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-116096.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-117120.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-118144.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-119168.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-120192.jpg,1,1,1,0,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-121216.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-122240.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-123264.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-124288.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-125312.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-126336.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-127360.jpg,1,0,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-128384.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-129408.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-130432.jpg,0,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-131456.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-132480.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-133504.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-134528.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-135552.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-136576.jpg,1,0,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-137600.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-138624.jpg,1,0,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-139648.jpg,0,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-140672.jpg,1,1,0,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-141696.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-142720.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-143744.jpg,1,1,1,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-144768.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-145792.jpg,1,1,0,1,0,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-146816.jpg,1,1,1,1,1,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_104768-147840.jpg,1,1,1,1,1,0,1
